LotArea,Street,Alley,LotShape,LandContour,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRA,Condition1_RRN,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_RRA,Condition2_RRN,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_WD,PC1,PC2,KMeans,Agglomerative,MDS1,MDS2
4400,1,0.0,4,4,1,OldTown,1.5,6,8,1920,1950,5,7,0.0,3,3,7.0,3.0,1.0,1.0,1.0,648,3,1,4.0,1118,0,0,1,0,2,1,3,6,8,0,0.0,1.0,1.0,2,440,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,10,2006,116000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0805254693594595,-2.887258756905257,0,2,0.1501578760944045,-0.25937288987419627
6000,1,0.0,4,4,1,BrkSide,1.25,6,7,1926,2004,5,7,0.0,4,3,8.0,3.0,1.0,1.0,1.0,884,4,1,5.0,904,0,0,1,0,2,1,3,4,8,0,0.0,1.0,1.0,1,180,3.0,3.0,3,0,0,105,0,0,0,0.0,0.0,0,1,2009,119000,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.5515311035739074,-2.4659402683489446,0,2,-0.27485338768165735,0.009001558752151967
4280,1,0.0,4,4,1,Crawfor,1.0,5,6,1913,2002,5,7,0.0,3,3,8.0,3.0,1.0,2.0,1.0,440,3,0,5.0,694,0,0,1,0,2,1,4,4,8,1,4.0,1.0,1.0,1,352,4.0,3.0,2,0,0,34,0,0,0,0.0,3.0,0,3,2007,90350,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.361402864505013,-1.0931071824665703,0,3,0.35738286997914737,-0.42092837560390567
12354,1,1.0,4,4,1,Edwards,1.5,6,8,1920,2000,5,7,0.0,3,3,8.0,2.0,2.0,1.0,1.0,684,4,1,5.0,1196,0,0,1,0,3,1,4,7,8,0,0.0,1.0,1.0,2,528,3.0,3.0,3,0,46,0,0,0,0,0.0,4.0,800,8,2009,110000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.1468060718723896,-1.1744444917453603,0,3,0.4995952448629917,0.026715755873371605
15431,1,0.0,4,4,1,NridgHt,1.0,10,5,2008,2008,3,7,200.0,5,3,10.0,3.0,4.0,6.0,5.0,3094,5,1,5.0,2402,1,0,2,0,2,1,5,10,8,2,4.0,5.0,3.0,3,672,3.0,3.0,3,0,72,0,0,170,0,0.0,0.0,0,4,2009,555000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-8.224871856990069,-1.3720852981658904,2,1,0.17277240136372013,-0.39924451613402423
12108,1,0.0,4,4,1,Edwards,1.0,4,4,1955,1955,5,7,270.0,3,3,8.0,3.0,1.0,5.0,1.0,1440,3,0,3.0,1440,0,0,2,0,4,2,2,8,8,0,0.0,0.0,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0.0,0,9,2008,118000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.651462930697295,-1.5628035239806024,0,2,0.4504341492065881,-0.27520440082064884
6240,1,0.0,4,4,1,BrkSide,1.5,5,7,1930,1992,5,7,0.0,3,3,8.0,3.0,1.0,1.0,1.0,1078,3,1,5.0,1573,0,0,2,0,3,1,3,8,8,1,4.0,1.0,1.0,2,360,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,6,2008,162900,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.462260231644177,-2.225299812457565,0,3,0.4006129333889118,0.32266489235784046
8750,1,0.0,4,4,1,CollgCr,2.0,7,5,1994,1995,5,7,0.0,4,4,9.0,3.0,1.0,6.0,1.0,915,5,1,5.0,1908,1,0,2,1,4,1,4,8,8,1,3.0,5.0,1.0,2,493,3.0,3.0,3,144,133,0,0,0,0,0.0,0.0,0,7,2008,210000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-3.4452452822806463,-1.971383056111269,2,1,-0.0869807945475371,0.2240426817818667
9855,1,0.0,4,4,1,Edwards,1.0,6,5,1956,1956,3,7,0.0,3,3,8.0,3.0,1.0,1.0,1.0,1436,2,1,5.0,1689,0,0,1,0,3,1,3,7,8,1,4.0,5.0,1.0,2,480,3.0,3.0,3,0,0,0,0,0,0,0.0,3.0,0,11,2009,127500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.31604100532964,2.0685540917069187,3,0,0.38782885867097766,0.02077329263303748
16492,1,0.0,3,4,1,NAmes,1.0,6,6,1966,2002,5,7,0.0,4,3,8.0,3.0,1.0,5.0,3.0,1517,5,1,5.0,1888,0,0,2,1,2,1,4,6,5,1,4.0,5.0,3.0,2,578,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,6,2010,190000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.4598098910047763,2.783803755567298,1,0,0.06566381986779361,-0.2166148784927001
11214,1,0.0,3,4,1,Gilbert,2.0,7,5,1998,1999,5,7,0.0,4,3,9.0,3.0,1.0,1.0,1.0,930,4,1,5.0,1886,0,0,2,1,4,1,4,10,8,1,3.0,5.0,3.0,2,431,3.0,3.0,3,89,0,0,0,0,0,0.0,0.0,0,7,2006,199900,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-3.383191084155115,-1.9833129509662113,2,1,-0.3134910424313954,0.11488739498507844
8600,1,0.0,4,3,1,IDOTRR,1.5,6,6,1937,1950,5,7,0.0,3,3,8.0,3.0,1.0,1.0,1.0,780,3,1,5.0,1376,0,0,2,0,3,1,3,7,8,1,4.0,1.0,1.0,1,198,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,0,6,2006,119500,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.272291512436334,-2.2439236785534327,0,2,-0.07804647494333058,0.17481290077133904
6000,1,0.0,4,4,1,OldTown,1.5,3,7,1948,2002,5,7,0.0,3,4,8.0,3.0,1.0,5.0,1.0,649,5,1,5.0,1183,0,0,1,1,2,1,3,6,8,0,0.0,1.0,1.0,1,308,3.0,3.0,3,0,176,0,0,0,0,0.0,0.0,0,6,2007,120000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.4629895028336892,-1.1941898962589073,0,3,-0.2520276187058979,-0.13226631745498604
5684,1,0.0,4,4,1,OldTown,1.0,6,8,1930,2005,3,7,0.0,3,3,8.0,3.0,1.0,1.0,1.0,813,5,1,4.0,813,0,0,1,0,2,1,4,5,8,0,0.0,1.0,1.0,1,270,2.0,2.0,1,0,113,0,0,0,0,0.0,0.0,0,6,2006,110000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.87624469021344,-3.4504871725955657,0,2,0.06939923012436479,0.44062248828344064
70761,1,0.0,3,1,2,ClearCr,1.0,7,5,1975,1975,5,1,0.0,3,3,9.0,3.0,4.0,5.0,1.0,1533,3,1,5.0,1533,1,0,2,0,2,1,4,5,8,2,3.0,5.0,1.0,2,576,3.0,3.0,3,200,54,0,0,0,0,0.0,0.0,0,12,2006,280000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.7451440968781524,5.339975359162408,1,0,-0.4326907249486583,0.010747026474340088
9303,1,0.0,3,4,1,Timber,2.0,6,5,1996,1997,3,7,42.0,4,3,10.0,3.0,1.0,5.0,1.0,872,5,1,5.0,1756,1,0,2,1,3,1,3,7,8,0,0.0,5.0,3.0,2,422,3.0,3.0,3,144,122,0,0,0,0,0.0,0.0,0,7,2007,204000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-3.7068080767416687,-0.8688147735764227,2,1,0.1746405676253839,-0.32795774569897057
9000,1,0.0,4,4,1,Somerst,2.0,8,5,2008,2008,5,7,0.0,4,3,9.0,3.0,1.0,1.0,1.0,768,5,1,5.0,1590,0,0,2,1,3,1,4,6,8,0,0.0,5.0,2.0,2,676,3.0,3.0,3,0,30,0,0,0,0,0.0,0.0,0,6,2009,210000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2.814953329057014,-4.561320295768123,2,1,0.33326820769634163,0.42661399643604697
9600,1,0.0,4,4,1,NWAmes,1.0,7,6,1973,1973,3,7,320.0,3,3,8.0,3.0,1.0,5.0,1.0,1242,2,1,5.0,1242,0,0,1,1,3,1,3,6,8,1,3.0,5.0,1.0,2,528,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,9,2007,175500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.23623485834790747,3.4853030648178542,1,0,-0.047684784736784995,0.1348733656710916
53227,1,0.0,3,1,2,ClearCr,1.0,4,6,1954,1994,6,3,0.0,3,3,9.0,3.0,4.0,4.0,1.0,1364,5,1,5.0,1663,1,0,1,0,2,1,4,6,7,2,4.0,5.0,3.0,2,529,3.0,3.0,3,224,137,0,0,0,0,0.0,0.0,0,3,2008,256000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.8240200261733952,5.1197728710650106,1,0,-0.09334341101213355,-0.24174120867293752
5100,1,1.0,4,4,1,OldTown,2.0,8,7,1925,1996,3,7,0.0,3,4,8.0,3.0,1.0,1.0,1.0,588,2,1,5.0,1666,0,0,1,0,3,1,4,7,8,1,4.0,1.0,1.0,1,228,3.0,3.0,3,192,63,0,0,0,0,0.0,3.0,0,6,2008,161000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.469591765997069,-2.644756710162825,0,2,-0.008568759858072757,-0.4619043620034839
7015,1,0.0,3,3,1,BrkSide,1.5,5,4,1950,1950,5,7,161.0,3,3,8.0,3.0,1.0,2.0,1.0,709,3,1,5.0,1203,1,0,1,0,3,1,4,5,8,1,3.0,1.0,1.0,1,352,3.0,3.0,3,0,0,248,0,0,0,0.0,0.0,0,7,2009,110000,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7380997598884216,1.390771890619746,3,3,-0.4806828231864313,-0.2639928527497591
7200,1,0.0,4,4,1,SWISU,2.0,7,9,1936,2007,5,7,0.0,4,4,9.0,4.0,1.0,5.0,4.0,560,5,1,5.0,1135,1,0,1,0,3,1,4,6,8,0,0.0,1.0,2.0,2,576,3.0,3.0,3,256,0,0,0,0,0,0.0,3.0,0,4,2009,155000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5775203581837994,-0.13481638302180138,3,3,-0.4075629697243612,-0.3502486202904739
8281,1,0.0,3,4,1,Sawyer,1.0,5,5,1965,1965,5,7,0.0,3,3,8.0,3.0,1.0,3.0,4.0,864,4,1,5.0,864,0,0,1,0,3,1,3,5,8,1,1.0,1.0,1.0,1,360,3.0,3.0,3,0,0,236,0,0,0,0.0,2.0,0,12,2009,62383,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.12513915268256,1.6334976184517742,3,3,-0.37031893702881435,-0.40668994809206443
11988,1,0.0,3,2,2,Crawfor,2.0,6,7,1934,1995,3,7,0.0,3,3,8.0,3.0,1.0,2.0,1.0,715,2,1,4.0,1660,0,0,1,1,3,1,3,6,8,1,4.0,1.0,1.0,1,240,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,8,2008,188700,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8647754551020093,0.7495926045447387,3,3,-0.367212500083985,-0.03476780482025002
8430,1,0.0,4,2,2,CollgCr,1.0,5,5,1978,1978,5,7,136.0,3,3,9.0,3.0,1.0,3.0,1.0,1040,3,1,5.0,1040,0,0,2,0,3,1,3,5,8,0,0.0,0.0,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0.0,0,8,2009,124000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.188369982298023,1.4288840884192384,3,3,0.42727305109934666,0.35654439518907505
3072,1,0.0,4,4,1,Blmngtn,1.0,7,5,2004,2004,3,7,18.0,4,3,9.0,3.0,1.0,1.0,1.0,1375,5,1,5.0,1414,0,0,2,0,2,1,4,6,8,1,3.0,5.0,3.0,2,398,3.0,3.0,3,144,20,0,0,0,0,0.0,0.0,0,5,2006,178740,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-3.064142737521898,-2.920652267065466,2,1,-0.4321842343919428,0.3276178678503899
10628,1,0.0,4,4,1,NAmes,1.0,7,5,1970,1970,6,3,0.0,3,4,8.0,4.0,4.0,6.0,1.0,1277,3,1,5.0,1277,1,0,1,0,2,1,3,5,8,1,1.0,5.0,1.0,2,526,3.0,3.0,3,0,0,0,0,176,0,0.0,2.0,0,4,2007,167000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.31922737473608154,4.242915443421908,1,0,-0.3979590437547408,-0.2861986520694653
9480,1,0.0,4,4,1,NAmes,2.0,5,7,1942,1995,5,7,224.0,3,3,8.0,3.0,1.0,2.0,1.0,728,5,1,5.0,1644,0,0,1,1,3,1,4,7,8,2,4.0,5.0,1.0,1,312,3.0,3.0,3,168,0,0,0,0,0,0.0,0.0,0,6,2007,146500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7847045512258959,1.028490302449399,3,3,-0.12713969811693776,-0.13257834612801103
11428,1,0.0,3,4,1,NridgHt,1.0,8,5,2006,2006,5,7,248.0,4,3,9.0,3.0,1.0,1.0,1.0,1626,5,1,5.0,1634,0,0,2,0,3,1,4,7,8,1,4.0,5.0,2.0,3,866,3.0,3.0,3,0,44,0,0,0,0,0.0,0.0,0,5,2007,250000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-5.100375110932451,-2.401717561366526,2,1,0.013164822243063923,0.29076926544157633
9291,1,0.0,3,4,1,SawyerW,2.0,6,5,1993,1993,5,7,120.0,4,3,9.0,3.0,1.0,6.0,1.0,832,5,1,5.0,1710,0,0,2,1,3,1,4,7,8,0,0.0,5.0,2.0,2,506,3.0,3.0,3,144,70,0,0,0,0,0.0,0.0,0,6,2008,187000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2.753841437276772,0.5231837558440883,2,0,0.4015160242146559,-0.2154150956346123
6820,1,0.0,3,4,1,StoneBr,1.0,8,5,1985,1985,5,7,0.0,4,3,9.0,3.0,3.0,6.0,4.0,1488,3,1,5.0,1502,1,0,1,1,1,1,4,4,8,0,0.0,5.0,2.0,2,528,3.0,3.0,3,0,54,0,0,140,0,0.0,0.0,0,6,2010,212000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2.047454416352855,1.6373935599117544,1,0,-0.4148379450427202,-0.25093584293434423
