1stFlrSF,TotalBsmtSF,SalePrice,OverallQual,GrLivArea,GarageArea,YearBuilt,MasVnrArea,LotFrontage,LotArea
1320,1164,164500,5,1320,564,1966,97.0,96.0,11777
703,689,146000,7,1392,540,2007,0.0,34.0,3604
1050,1050,131500,5,1795,352,1954,335.0,81.0,12150
2042,2042,253293,8,2042,1390,2008,306.0,98.0,12704
816,816,118500,6,816,0,1990,104.0,81.0,11841
1521,1237,325000,10,2775,880,1893,0.0,75.0,13500
989,884,133000,4,1573,240,1935,0.0,51.0,6120
2028,1868,369900,8,2028,880,2005,208.0,88.0,11443
838,816,130000,6,838,275,1918,0.0,55.0,10267
860,840,137000,5,860,528,1982,0.0,74.0,8740
1473,1437,143000,5,1473,452,1968,0.0,65.0,25095
779,742,79500,5,935,308,1930,0.0,50.0,9100
770,770,185900,7,1582,520,2004,0.0,64.0,8320
1728,1722,451950,10,2296,842,2008,420.0,97.0,13478
816,816,138000,5,816,816,1982,0.0,60.0,6600
924,924,110000,5,924,280,1975,0.0,88.0,7990
1826,1814,319000,8,1826,758,2005,238.0,69.0,11302
684,684,114504,6,1368,216,1910,0.0,60.0,3600
1402,1258,194201,7,1402,648,2006,72.0,53.0,3922
1647,1430,217500,5,1647,621,1977,459.0,80.0,12984
716,716,151000,6,1556,452,1980,0.0,24.0,1950
1058,1058,275000,8,1904,736,2005,280.0,74.0,10927
780,780,141000,6,1375,544,1937,0.0,50.0,9000
927,908,220000,8,1915,506,1992,0.0,80.0,10041
600,600,151000,7,1200,480,2004,0.0,30.0,3182
1494,1494,221000,7,1494,530,2002,99.0,88.0,12803
1186,768,205000,7,1986,486,1965,176.0,85.0,13600
1040,1040,152000,5,1040,576,1996,0.0,82.0,12464
1112,896,225000,5,2008,230,1948,0.0,78.0,7800
1940,965,359100,8,3194,380,1934,0.0,78.0,12168
1029,1029,118500,4,1029,261,1961,192.0,61.0,7943
1120,1120,147000,5,1120,0,2007,0.0,70.0,8402
630,630,75500,4,630,0,1972,0.0,21.0,1491
1054,936,137500,6,1054,480,1963,156.0,80.0,8800
832,832,105500,6,832,528,1954,0.0,59.0,7227
1828,1822,314813,9,1828,774,2007,452.0,90.0,11694
1482,1482,305000,8,2262,749,2003,226.0,85.0,12244
864,864,67000,3,864,0,1914,0.0,45.0,8248
1548,1522,240000,6,2614,624,1974,0.0,90.0,10800
980,980,135000,5,980,484,1977,153.0,71.0,7064
1012,732,165150,6,1790,484,1972,288.0,80.0,10400
1116,1116,160000,6,1116,440,1962,261.0,87.0,10000
1520,1156,153000,6,1520,364,1955,164.0,80.0,9600
1040,1040,135000,5,2080,504,1969,192.0,70.0,11606
1350,1248,168500,6,1350,520,1964,259.0,82.0,9020
1089,636,124000,5,1750,240,1880,0.0,50.0,9000
1554,1554,209500,8,1554,627,2006,108.0,34.0,4590
1411,1386,82500,7,1411,544,1977,209.0,85.0,11900
1056,1056,139400,5,1056,260,1954,0.0,80.0,9250
1056,1056,144000,6,1056,576,1980,0.0,64.0,6979
1440,1440,200000,6,3395,0,1914,0.0,60.0,10896
800,264,60000,2,800,0,1936,0.0,51.0,6120
811,811,93000,5,1387,256,1954,0.0,50.0,6000
796,796,85000,5,796,0,1910,0.0,67.0,8777
1567,1520,264561,8,1567,648,2006,0.0,53.0,3982
1518,1518,274000,8,1518,588,2003,472.0,62.0,12677
2000,1952,345000,8,2704,538,1972,0.0,75.0,13860
780,780,152000,5,1620,462,1969,263.0,80.0,10793
1766,1766,370878,9,1766,478,2009,162.0,85.0,9187
1048,0,98300,5,1048,420,1950,0.0,60.0,7200
1094,1094,155000,6,1094,495,1953,216.0,85.0,10452
1051,756,155000,6,1839,442,1966,351.0,70.0,7700
630,630,84500,4,630,0,1970,0.0,21.0,1936
755,755,108000,4,1510,296,1940,0.0,60.0,9084
909,880,191000,7,1716,512,1996,0.0,70.0,8750
756,756,135000,6,1469,216,1906,0.0,60.0,10320
2113,2109,350000,8,2113,839,1995,660.0,91.0,10437
525,525,88000,6,1092,264,1971,381.0,21.0,1680
1053,1053,145500,5,1053,312,1959,54.0,72.0,10007
851,776,149000,7,1502,270,1931,0.0,60.0,7200
912,912,97500,6,1458,330,1948,0.0,78.0,17503
1486,1486,167000,5,1486,480,1964,0.0,75.0,9937
1686,1629,402000,8,2448,711,1994,528.0,52.0,46589
1392,1392,110000,6,1392,576,1968,216.0,120.0,13560
1181,1138,137500,4,1181,588,1972,0.0,90.0,10012
2097,2077,423000,8,2097,1134,2005,0.0,49.0,20896
1454,1406,230500,8,1936,504,2000,40.0,106.0,11194
1679,1408,193500,6,1679,575,1994,258.0,65.0,8125
1180,700,137500,4,1180,252,1922,0.0,80.0,11600
738,738,173500,6,1476,540,2005,0.0,64.0,8633
697,672,103600,6,1369,300,1925,0.0,54.0,6629
1839,1477,257500,6,1839,416,1957,106.0,110.0,14442
1136,1136,140000,6,1136,384,1965,0.0,80.0,9200
855,855,148500,6,1441,440,1978,0.0,24.0,2289
1095,1095,87000,4,1774,779,1900,0.0,60.0,9600
792,768,109500,5,792,240,1924,0.0,52.0,9022
2046,2046,372500,8,2046,834,2008,464.0,80.0,11844
923,923,143000,6,923,264,1980,0.0,50.0,8012
848,793,159434,5,1520,281,1932,0.0,55.0,4500
1668,1626,285000,9,1668,702,2002,215.0,90.0,11248
1195,1195,221000,7,1839,486,1998,30.0,58.0,16770
874,874,227875,7,1761,578,2007,0.0,84.0,10207
1419,1419,392000,8,1419,567,2007,0.0,60.0,8089
1362,1362,194700,6,1362,460,2005,256.0,61.0,7577
2444,2444,755000,10,4316,832,1994,1170.0,104.0,21535
1238,1210,335000,7,2519,628,1989,293.0,42.0,26178
1073,1073,108480,5,1073,326,1921,0.0,60.0,5400
1067,927,141500,5,1539,576,1936,0.0,51.0,6120
1137,1112,176000,6,1137,551,1987,72.0,54.0,13811
616,616,89000,5,616,205,1921,0.0,50.0,6000
1148,980,123500,5,1148,308,1952,0.0,57.0,6420
894,894,138500,5,894,336,1965,0.0,65.0,8450
1391,1391,196000,7,1391,530,2004,0.0,59.0,4282
1800,1800,312500,8,1800,765,2002,630.0,85.0,14331
1164,1164,140000,7,1164,528,1969,168.0,80.0,9600
1264,1234,361919,8,2576,666,2006,466.0,82.0,12438
1032,360,140000,5,1812,672,1900,0.0,76.0,7630
1484,1473,213000,7,1484,606,2004,109.0,70.0,8400
372,0,55000,4,1092,0,1930,0.0,70.0,5600
1324,1324,254000,8,1324,550,2006,176.0,48.0,6240
728,728,179540,7,1456,400,2007,0.0,65.0,9018
729,270,52000,3,729,0,1935,0.0,56.0,4130
859,859,102776,4,1178,384,1900,0.0,66.0,8712
1228,1228,189000,8,1228,472,1988,0.0,40.0,4671
960,960,129000,4,960,576,1970,160.0,60.0,9873
1350,1064,165000,6,1350,478,1974,174.0,78.0,10140
1576,718,159500,7,2554,704,1890,0.0,60.0,10800
1178,1176,157000,5,1178,439,1973,0.0,80.0,10000
1325,1311,341000,7,2418,983,1993,651.0,96.0,10542
971,971,128500,5,971,300,1969,0.0,69.0,9920
864,864,124500,4,864,463,1970,0.0,70.0,8120
997,941,135000,4,1470,548,1954,0.0,60.0,8172
1698,1698,320000,9,1698,768,2007,340.0,86.0,13286
864,864,120500,4,864,660,1970,0.0,60.0,6960
1232,1232,194500,7,1232,632,2007,82.0,64.0,7314
1776,1584,110000,5,1776,888,1958,95.0,85.0,11475
848,780,103000,4,1208,539,1925,0.0,52.0,6240
1616,1595,236500,8,1616,608,1995,0.0,39.0,5389
1146,868,187500,7,1146,438,2003,442.0,73.0,9590
1153,1153,222500,7,2031,541,1998,202.0,75.0,11404
1144,864,131400,5,1144,264,1961,0.0,80.0,10000
880,880,163000,7,1768,320,1914,0.0,60.0,10800
1040,0,93500,3,1040,400,1950,0.0,60.0,8544
901,893,239900,8,1801,800,2005,0.0,72.0,10463
1200,1200,179000,5,1200,0,1987,0.0,60.0,10800
864,864,190000,7,1728,572,2004,0.0,65.0,9313
768,264,132000,5,1432,360,1910,0.0,60.0,9600
912,912,142000,6,912,288,1961,0.0,65.0,6768
1349,1349,179000,7,1349,539,2000,108.0,65.0,8450
1464,520,175000,5,1464,480,1963,0.0,70.0,12886
1337,1337,180000,8,1337,462,1993,0.0,41.0,5395
1320,1240,265979,7,2640,864,1880,0.0,65.0,11700
1720,1720,260400,7,1720,527,1996,338.0,59.0,10593
1088,0,98000,4,1529,240,1945,0.0,50.0,8405
792,576,96500,4,1140,0,1910,0.0,55.0,8800
1494,1479,217000,6,1494,576,1997,0.0,79.0,9236
1038,1030,275500,8,2098,878,2005,178.0,80.0,10240
1026,1026,156000,6,1026,440,1969,0.0,61.0,7930
742,729,172500,6,1471,440,1999,894.0,34.0,3230
866,866,212000,8,1768,578,2007,0.0,68.0,10769
757,744,179400,7,1501,440,1999,360.0,24.0,2280
1328,1318,290000,8,2531,752,1995,513.0,65.0,12257
864,864,127500,6,864,300,1959,0.0,70.0,9100
1301,1145,100000,5,1301,440,1924,0.0,60.0,6911
764,756,215200,7,1547,614,2009,0.0,72.0,8640
1268,1252,337000,8,2365,856,1999,673.0,82.0,9430
1494,1494,270000,8,1494,481,1995,0.0,30.0,9549
1506,1498,264132,9,1506,592,2008,284.0,75.0,14587
980,980,196500,7,1714,496,1988,42.0,80.0,10421
983,983,160000,6,1750,423,1940,0.0,75.0,12508
1836,1860,216837,7,1836,484,2004,0.0,70.0,9100
1690,1650,538000,8,3279,841,2003,603.0,47.0,53504
1220,836,102000,4,1220,396,1951,0.0,67.0,8877
1117,1029,107000,6,1117,672,1976,0.0,94.0,7819
912,912,114500,5,912,275,1958,1.0,70.0,10150
1973,1935,395000,8,1973,895,2006,375.0,110.0,14226
1204,1204,162000,6,1204,412,1998,320.0,32.0,4500
1614,1614,221500,7,1614,865,2005,240.0,86.0,11210
894,864,142500,5,894,440,1974,0.0,100.0,13350
2020,0,144000,5,2020,630,1977,320.0,60.0,8400
1004,975,135000,6,1004,504,1977,90.0,78.0,10530
1253,1237,176000,7,1253,402,1995,38.0,63.0,7875
810,761,175900,6,1603,484,1992,0.0,65.0,7153
1430,1413,187100,7,1430,605,2001,0.0,67.0,16285
742,742,128000,6,1484,0,1914,0.0,35.0,6300
966,686,139000,5,1652,416,1915,0.0,60.0,10800
956,956,233000,7,2084,618,2004,0.0,76.0,10142
901,901,107900,4,901,281,1954,0.0,50.0,6000
1145,1145,160200,7,1145,397,2005,11.0,43.0,3182
1127,1117,269790,7,2013,455,1996,0.0,92.0,9920
1496,1496,225000,8,1496,474,2007,140.0,76.0,9158
888,650,171000,6,1564,476,1980,130.0,70.0,8400
1285,660,143500,6,1285,528,1977,148.0,71.0,8197
773,773,110000,5,773,240,1953,0.0,57.0,7677
1966,1926,485000,9,3140,820,2008,860.0,104.0,13518
981,731,175000,5,1768,240,1937,252.0,60.0,7200
616,616,200000,6,1688,603,1997,0.0,79.0,12798
1196,1196,109900,4,1196,440,1916,0.0,40.0,4800
728,728,189000,7,1456,410,2005,0.0,63.0,8199
1734,1734,582933,9,2822,1020,2008,424.0,107.0,13891
1128,936,118000,5,1128,286,1954,0.0,75.0,9000
1428,1417,227680,7,1428,554,2008,256.0,91.0,12274
980,980,135500,5,980,384,1967,0.0,75.0,9750
1072,1324,223500,5,1576,528,1923,0.0,144.0,21384
1086,1024,159950,5,1086,484,1966,1047.0,85.0,13400
1075,849,106000,5,2138,360,1898,0.0,90.0,8100
1309,1040,181000,6,1309,484,1974,99.0,78.0,10140
1044,540,55993,5,1044,504,1952,0.0,66.0,8712
1442,1442,157900,6,1442,301,1958,243.0,75.0,9750
686,686,116000,5,1250,280,1918,0.0,45.0,8248
1661,1649,224900,7,1661,598,1998,442.0,48.0,12137
1052,1010,155000,6,1052,440,1971,80.0,80.0,8816
1358,1358,224000,7,1358,484,2009,128.0,44.0,6371
798,798,183000,7,1640,595,2003,0.0,72.0,7226
936,936,93000,4,936,576,1953,0.0,60.0,6000
944,778,139500,6,1489,240,1940,0.0,60.0,9900
1489,1489,232600,8,1489,776,2006,0.0,81.0,11216
2084,2078,385000,10,2084,1220,2007,816.0,114.0,14803
784,784,109500,5,784,0,1924,0.0,50.0,6130
1434,1454,189000,7,1434,527,2001,0.0,65.0,8529
520,600,147400,7,1223,480,2005,0.0,24.0,2544
1392,1392,166000,6,1392,458,1957,387.0,80.0,11900
520,600,151000,7,1200,480,2005,0.0,30.0,3180
941,941,237000,7,1829,613,2003,223.0,44.0,9548
1516,1516,167000,6,1516,472,1964,180.0,100.0,10004
1144,1144,139950,5,1144,456,1961,136.0,75.0,7875
1067,1067,128000,4,1067,436,1950,0.0,60.0,9600
1559,1559,153500,5,1559,812,1948,0.0,90.0,8100
483,483,100000,6,987,264,1973,158.0,21.0,1680
1099,1099,144000,5,1099,352,1995,0.0,75.0,9525
768,768,130500,5,1200,240,1946,0.0,70.0,11767
958,650,157500,5,1539,686,1904,0.0,60.0,10440
1165,1127,174900,6,1165,490,1966,183.0,82.0,9020
1800,1800,141000,5,1800,0,1961,0.0,80.0,8000
876,876,153900,5,1416,720,1915,0.0,100.0,12665
1006,740,213000,7,1775,425,1993,137.0,75.0,9317
864,864,133500,5,864,338,1972,0.0,36.0,15523
1307,907,240000,6,2358,360,1908,0.0,75.0,45600
1094,528,187000,6,1855,512,1976,360.0,80.0,9600
848,848,131500,6,848,420,2003,170.0,36.0,4435
918,918,164000,7,1646,240,1941,0.0,53.0,7128
1779,1763,170000,5,1779,454,1955,0.0,102.0,17920
702,702,174000,6,1481,343,1994,0.0,65.0,8125
1370,1090,152000,7,1370,479,1976,189.0,80.0,10400
912,912,189950,7,1426,216,1918,0.0,55.0,7642
1039,1039,131500,5,1039,504,1965,0.0,75.0,11625
1097,1040,152000,6,1097,480,1984,0.0,81.0,9672
1148,1148,132500,5,1148,672,1959,0.0,70.0,7931
1372,1372,250580,7,1372,529,2007,0.0,72.0,8640
1646,1638,248900,8,1646,870,2006,274.0,67.0,10656
1120,1040,129000,4,1120,544,1961,0.0,85.0,6970
1062,1050,236000,7,1949,574,1993,246.0,80.0,9938
894,894,109500,5,894,308,1962,0.0,60.0,6600
804,804,200500,6,1682,523,1998,116.0,70.0,8750
910,105,116000,5,910,414,1953,0.0,74.0,8892
1036,832,133000,5,1268,288,1949,0.0,60.0,12144
676,676,66500,5,1131,200,1941,0.0,52.0,5720
1184,1184,303477,8,2610,550,2007,0.0,75.0,9000
1040,1064,132250,4,1040,648,1963,0.0,94.0,25286
1462,1462,350000,9,2224,738,2004,216.0,74.0,8834
1155,1109,148000,5,1155,576,1961,0.0,88.0,11782
1090,1090,157000,5,1090,450,2005,0.0,60.0,7024
1187,1156,187500,7,1717,400,1990,117.0,44.0,13758
954,795,118500,4,2230,440,1912,0.0,60.0,6204
892,892,100000,5,892,288,1967,60.0,65.0,7150
1709,1698,328900,9,1709,506,1999,60.0,50.0,5119
1712,1626,145000,5,1712,588,1959,122.0,70.0,8393
872,816,135500,5,1393,300,1955,0.0,59.0,16466
2217,2217,268000,8,2217,621,1970,0.0,95.0,15865
1505,1505,149500,6,1505,505,1953,90.0,128.0,12160
672,672,122900,5,924,576,1949,0.0,60.0,8064
918,918,172500,6,1683,440,1978,92.0,70.0,11184
1068,1059,154500,6,1068,264,1963,0.0,70.0,8414
1535,0,118858,5,1535,400,1979,0.0,64.0,7018
983,780,140000,6,1796,483,1963,415.0,71.0,7056
951,951,106500,4,951,327,1936,0.0,50.0,8765
1120,0,142953,5,2240,528,1979,0.0,64.0,7018
2364,2330,611657,9,2364,820,2009,760.0,100.0,12919
1236,912,135000,5,1236,288,1961,0.0,65.0,6993
1306,992,153000,5,1306,756,1957,0.0,64.0,8712
807,783,180000,7,1509,393,2003,0.0,63.0,7875
1670,1670,240000,7,1670,690,2006,27.0,50.0,14859
1063,1056,128000,5,1063,280,1954,110.0,80.0,9920
1636,1623,255000,8,1636,865,2006,208.0,116.0,13501
1020,1017,250000,7,2057,180,1936,0.0,86.0,11500
742,742,174000,6,1484,390,2005,0.0,149.0,12589
1105,1105,154300,5,2274,480,1960,361.0,80.0,11600
1015,768,88000,5,1015,450,1925,0.0,51.0,6120
1001,1001,145000,5,2002,871,1949,0.0,82.0,6270
612,612,173733,6,1224,528,2009,76.0,30.0,3000
546,546,75000,4,1092,286,1970,80.0,21.0,2001
480,480,35311,2,480,308,1949,0.0,50.0,9000
912,1104,238000,7,2127,833,1991,0.0,103.0,13125
1414,1184,176500,6,1414,601,1958,0.0,87.0,11029
936,928,201000,6,1721,471,1994,105.0,70.0,8462
1272,1272,145900,5,2200,0,1900,0.0,67.0,8777
1316,1316,169990,6,1316,397,2005,0.0,65.0,10237
1617,1604,193000,6,1617,533,1993,0.0,50.0,8012
1686,1686,207500,6,1686,612,1980,157.0,79.0,10240
1234,1181,285000,8,2374,656,2003,340.0,93.0,11999
1466,1466,201000,8,1466,610,2007,0.0,73.0,8925
925,925,117500,5,925,429,1965,0.0,70.0,9100
1905,1905,320000,9,1905,788,2006,302.0,84.0,11670
1500,1500,190000,7,1500,570,2004,210.0,63.0,8487
2069,585,242000,7,2069,505,1960,0.0,313.0,27650
747,600,79900,4,747,528,1926,108.0,52.0,5825
1113,1113,253000,7,1971,689,2005,0.0,75.0,9675
1391,1391,239799,7,1962,868,2006,0.0,73.0,8760
1728,1728,150900,6,1728,574,1976,0.0,55.0,12640
1440,1440,150000,4,1440,0,1977,0.0,42.0,7711
1632,1632,143000,5,1632,576,1967,0.0,100.0,25000
1188,1088,124900,5,1869,456,1890,0.0,98.0,8820
1144,1144,143000,5,1144,796,1959,128.0,70.0,8163
1629,1616,270000,8,1629,808,2002,236.0,85.0,14536
936,936,192500,7,1776,474,2002,144.0,65.0,14006
1381,1161,197500,6,1381,676,1972,0.0,78.0,9360
864,864,129000,5,864,720,1950,0.0,60.0,7200
965,828,119900,5,965,300,1965,0.0,60.0,7800
768,768,133900,5,768,396,1972,0.0,60.0,7200
980,945,127500,6,980,0,1975,250.0,35.0,9400
979,979,145000,6,1958,492,1946,423.0,82.0,7136
561,561,124000,6,1229,462,1980,0.0,24.0,1300
1057,1057,132000,5,1057,576,1962,0.0,70.0,7420
1337,1337,185000,7,1337,531,2003,0.0,65.0,8450
696,696,155000,7,1416,484,1999,0.0,24.0,2572
858,858,116500,5,858,0,1958,0.0,50.0,7207
804,804,155000,6,1548,440,1976,0.0,24.0,2308
1800,1800,239000,9,1800,702,2007,0.0,122.0,11923
824,817,214900,7,1894,510,2002,44.0,80.0,11316
783,783,178900,6,1484,393,2005,0.0,65.0,10237
976,728,160000,5,1308,256,1940,0.0,130.0,9600
600,600,37900,3,968,0,1910,0.0,50.0,5925
1095,588,140000,6,1095,264,1958,105.0,75.0,10382
720,720,135000,4,1192,0,1949,0.0,60.0,10800
764,764,173000,7,1626,474,2003,106.0,36.0,2268
918,918,99500,6,918,264,1979,0.0,55.0,7892
1136,728,167500,7,2019,532,1910,0.0,60.0,11414
869,440,85500,4,869,0,1923,0.0,51.0,5900
894,894,110000,4,894,400,1954,0.0,68.0,9450
1121,1121,139000,5,1121,480,1963,0.0,80.0,8816
1276,1225,336000,8,2612,676,1998,975.0,98.0,12203
1266,1266,159895,7,1266,388,2007,16.0,43.0,3182
1302,0,126000,5,1734,539,1977,0.0,75.0,10125
1164,1164,125000,5,1164,240,1950,0.0,68.0,10880
1001,485,117000,6,1635,255,1910,0.0,59.0,5310
1940,1930,395192,9,1940,606,2009,450.0,83.0,10159
778,770,197000,7,1576,614,2006,0.0,65.0,8125
1407,1396,348000,8,2392,870,1997,423.0,82.0,9452
916,916,168000,8,1742,424,1882,0.0,121.0,17671
1020,822,187000,6,1851,440,1964,340.0,80.0,9760
750,750,173900,6,1500,564,2005,0.0,68.0,8846
1718,1700,337500,10,1718,786,2006,230.0,96.0,12456
774,747,121600,4,1230,305,1946,0.0,51.0,4712
1077,1007,91000,3,1077,210,1922,0.0,60.0,9786
1208,1187,206000,7,1208,632,2006,24.0,64.0,6762
944,0,82000,3,944,528,1952,0.0,74.0,10206
691,691,86000,5,691,216,1920,0.0,60.0,5400
1574,1574,232000,8,1574,824,2006,53.0,75.0,11957
1504,1346,181000,7,1504,457,2005,16.0,43.0,3182
985,985,149900,5,985,328,1977,220.0,65.0,8385
546,546,88000,4,1092,286,1970,0.0,21.0,2217
1710,1710,240000,7,1710,550,2004,108.0,43.0,12118
1008,1008,102000,5,1522,0,1926,0.0,60.0,6000
720,720,135000,5,1271,312,1948,0.0,115.0,21286
1664,0,100000,5,1664,0,1965,0.0,75.0,9825
900,602,165000,6,1502,180,1923,0.0,55.0,10592
1022,1022,85000,5,1022,280,1910,0.0,60.0,7200
1082,1082,119200,6,1082,240,1948,206.0,60.0,11664
810,810,227000,8,1665,528,2001,0.0,70.0,8400
1504,1504,203000,7,1504,478,1996,196.0,73.0,11883
1506,1362,213490,7,1506,440,2005,145.0,43.0,3013
1132,1132,176000,4,1132,451,2005,0.0,60.0,7024
1220,1199,194000,7,1220,632,2006,84.0,64.0,7406
912,912,87000,5,1248,160,1930,0.0,52.0,9439
1504,1346,191000,7,1504,437,2005,14.0,43.0,3182
882,882,112500,5,882,461,1972,0.0,70.0,7700
1264,1268,167500,5,1264,461,1960,324.0,73.0,9300
1646,1638,293077,8,1646,800,2007,338.0,71.0,9520
968,768,105000,5,1376,240,1941,0.0,79.0,9492
672,672,118000,6,1218,264,1972,281.0,21.0,1680
1687,824,197000,7,3082,672,1920,0.0,102.0,15863
954,920,119750,5,954,240,1938,0.0,50.0,6305
1620,1620,315500,9,1620,912,2007,70.0,89.0,12898
798,546,97000,4,1344,0,1970,0.0,21.0,1533
630,630,80000,4,630,286,1970,0.0,21.0,1477
1803,1134,155000,5,1803,484,1957,67.0,88.0,13125
1306,1306,196000,6,1306,624,2005,135.0,34.0,5381
1532,1475,262280,7,2329,514,1990,99.0,86.0,11839
2524,2524,278000,8,2524,542,1981,0.0,80.0,9600
1992,1992,556581,9,2868,716,2005,208.0,85.0,16056
990,990,145000,5,990,672,1994,0.0,57.0,9245
1771,0,115000,5,1771,336,1960,75.0,100.0,21750
930,0,84900,4,930,308,1946,0.0,60.0,11100
1302,1302,176485,7,1302,436,2007,0.0,73.0,8993
1316,1316,200141,7,1316,440,2007,0.0,103.0,11175
1127,816,165000,6,1977,540,1964,272.0,100.0,9500
1526,1216,144500,5,1526,364,1957,145.0,68.0,8562
1091,1065,255000,8,1989,586,2002,210.0,90.0,11367
1523,1193,180000,6,1523,478,1976,160.0,104.0,11361
1364,1364,185850,7,1364,484,2005,240.0,43.0,7052
1130,1104,335000,9,2184,836,2008,154.0,96.0,11308
1338,1338,213500,8,1338,582,2001,0.0,41.0,4920
894,894,81000,3,894,1248,1935,0.0,120.0,18000
1422,662,90000,5,2337,560,1900,0.0,85.0,13600
1103,1103,110500,6,1103,440,1925,0.0,50.0,6000
1306,1306,328000,7,2260,533,1996,0.0,80.0,14000
799,799,178000,6,1571,380,1993,0.0,59.0,7837
798,780,167900,6,1611,442,1964,360.0,80.0,9760
1291,942,151400,6,2521,576,1973,0.0,42.0,3964
893,845,135000,5,893,576,1949,0.0,60.0,9600
1048,1048,135000,5,1048,286,1956,120.0,72.0,10152
829,727,154000,6,1556,441,1968,0.0,78.0,11700
1002,810,91500,5,1456,280,1948,0.0,50.0,7585
698,690,159500,6,1426,440,1977,140.0,75.0,7950
1240,1240,194000,7,1240,826,2006,0.0,74.0,8556
960,800,219500,7,1740,240,1940,0.0,75.0,13125
1096,796,170000,5,1466,566,1936,0.0,60.0,10800
848,848,155900,6,848,420,2004,169.0,37.0,4435
990,990,126000,5,990,299,1994,0.0,65.0,8775
1258,1258,145000,6,1258,528,1971,144.0,80.0,11040
1040,1040,133000,5,1040,308,1963,0.0,75.0,7500
1459,1459,192000,7,1459,527,2002,100.0,70.0,8749
1251,1251,160000,6,1251,461,1964,425.0,80.0,8800
996,936,147000,6,996,564,1992,0.0,73.0,9069
1082,1082,252000,8,1953,1043,2005,0.0,85.0,10574
970,970,137500,7,1709,380,2004,50.0,24.0,2522
1247,1247,197000,8,1247,550,2005,0.0,37.0,3316
1040,0,92900,3,1040,400,1950,0.0,60.0,8544
624,600,160000,7,1252,462,1999,212.0,24.0,2160
1390,1181,136500,6,1694,576,1925,0.0,60.0,8400
1200,864,146000,5,1200,884,1965,166.0,71.0,9230
936,936,129000,5,936,308,1956,0.0,74.0,5868
1314,1314,176432,6,1314,440,2006,0.0,78.0,9317
773,684,127000,6,1355,0,1914,0.0,60.0,6882
757,672,128000,4,1324,240,1936,0.0,50.0,6000
1601,1271,157000,7,1601,478,1978,206.0,82.0,11880
438,290,60000,2,438,246,1920,0.0,60.0,8400
950,950,119500,5,950,280,1971,0.0,61.0,9758
1134,1010,135000,5,1134,254,1960,45.0,70.0,7000
1194,655,159500,6,1194,539,1959,0.0,79.0,8910
630,630,106000,5,1302,440,1970,304.0,24.0,2016
1500,1463,325000,8,2622,712,1994,362.0,98.0,12256
1442,910,179900,7,1442,719,1990,0.0,114.0,10357
887,868,274725,7,2021,422,2006,0.0,168.0,23257
1836,1836,280000,8,1836,862,2004,42.0,107.0,11362
1098,803,205000,7,1964,483,1976,660.0,80.0,10480
816,816,129900,5,816,308,1957,0.0,73.0,7100
1008,1008,134500,5,1008,240,1953,0.0,66.0,8923
833,833,117000,5,833,326,1954,0.0,90.0,5400
1734,1734,318000,8,1734,928,2007,328.0,93.0,12085
894,894,130000,5,894,450,1967,0.0,57.0,9764
1021,533,140000,5,1601,300,1958,0.0,85.0,13825
1040,1040,133700,5,1040,286,1959,0.0,70.0,7560
1012,1012,118400,6,1012,308,1920,0.0,59.0,8263
1552,1552,212900,7,1552,782,2005,196.0,84.0,10084
698,698,118000,5,698,0,1947,0.0,50.0,9405
1005,1005,115000,4,1005,672,1955,0.0,60.0,10434
1555,1373,174000,7,1555,660,2007,130.0,53.0,3684
1530,1530,259000,7,1530,630,2004,0.0,182.0,14572
847,847,215000,7,1959,434,2004,0.0,59.0,11796
936,936,140000,5,936,672,1980,180.0,60.0,7200
1328,1122,135000,4,1981,576,1928,0.0,65.0,7804
974,974,93500,5,974,0,1991,0.0,63.0,10712
1178,1008,117500,6,2210,205,1880,0.0,90.0,9900
1142,1128,239500,8,2020,466,1995,0.0,80.0,9828
916,916,169000,6,1600,460,1997,0.0,57.0,8773
986,960,102000,6,986,180,1926,0.0,60.0,6180
1032,1032,119000,6,1252,288,1950,0.0,80.0,9600
780,780,94000,5,1020,0,1875,0.0,54.0,6342
1167,915,144000,5,1167,495,1920,0.0,98.0,8731
952,952,139000,5,952,840,1951,0.0,60.0,7350
1466,1466,424870,8,2828,1052,2006,340.0,77.0,9965
672,672,80000,4,924,280,1941,0.0,60.0,12180
1042,1042,149000,5,1576,225,1928,0.0,52.0,6240
860,704,174500,7,1564,234,1941,0.0,75.0,12000
832,650,143000,7,1482,324,1920,0.0,50.0,9000
932,932,124000,6,932,306,1950,0.0,57.0,8280
1466,1466,149900,5,1466,528,1959,132.0,134.0,17755
1811,1073,230000,6,1811,470,1956,0.0,90.0,14115
1437,1437,218000,5,1437,528,1976,0.0,90.0,10768
1265,1219,179900,5,1265,502,1965,0.0,85.0,9350
1314,1314,230000,7,1314,626,2007,166.0,34.0,5001
1580,1580,235128,8,1580,830,2007,186.0,92.0,11932
943,901,185000,6,1876,540,1974,270.0,76.0,9120
855,855,146000,6,1456,440,1978,0.0,24.0,2280
894,894,129000,5,894,450,1968,0.0,109.0,8724
1258,1198,108959,4,1258,400,1969,0.0,60.0,12900
1502,1502,233170,7,1502,644,2009,268.0,79.0,9541
1694,1694,245350,8,1694,776,2008,72.0,64.0,10475
959,959,173000,6,1671,472,2000,0.0,58.0,10852
